CompanyName,JobTitle,DatePosted,JobCategory
waffarha.com,Sr. Devops Engineer,2023-10-17,IT/Software Development
waffarha.com,Sr. Devops Engineer,2023-10-17,Engineering - Telecom/Technology
3D Diagnostix,Technical Support Agent (Fluent English Speaker),2023-10-17,Customer Service/Support
3D Diagnostix,Technical Support Agent (Fluent English Speaker),2023-10-17,Installation/Maintenance/Repair
3D Diagnostix,Technical Support Agent (Fluent English Speaker),2023-10-17,IT/Software Development
Art Link,Senior Backend Developer,2023-10-17,IT/Software Development
El Sewedy Education - The Knowledge Hub Universities,Senior Application Support Officer,2023-10-17,Installation/Maintenance/Repair
El Sewedy Education - The Knowledge Hub Universities,Senior Application Support Officer,2023-10-17,IT/Software Development
El Sewedy Education - The Knowledge Hub Universities,Senior Application Support Officer,2023-10-17,Engineering - Telecom/Technology
El Alsson British & American International School,IT Help Desk,2023-10-17,IT/Software Development
Schneider Electric - Egypt,Senior Technical Support Engineer ( French speaker),2023-10-16,Installation/Maintenance/Repair
Schneider Electric - Egypt,Senior Technical Support Engineer ( French speaker),2023-10-16,IT/Software Development
Schneider Electric - Egypt,Senior Technical Support Engineer ( French speaker),2023-10-16,Engineering - Telecom/Technology
"White House Nannies, Inc.",Great Schedule for an Active & Fun-loving Nanny,2023-10-16,Customer Service/Support
"White House Nannies, Inc.",Great Schedule for an Active & Fun-loving Nanny,2023-10-16,IT/Software Development
"White House Nannies, Inc.",Great Schedule for an Active & Fun-loving Nanny,2023-10-16,Engineering - Telecom/Technology
Giza Arabia Systems,Specialist Big Data Administrator - SWDC,2023-10-16,Administration
Giza Arabia Systems,Specialist Big Data Administrator - SWDC,2023-10-16,Human Resources
Giza Arabia Systems,Specialist Big Data Administrator - SWDC,2023-10-16,IT/Software Development
Giza Arabia Systems,Site Reliability Engineer Specialist - SWDC,2023-10-16,Engineering - Construction/Civil/Architecture
Giza Arabia Systems,Site Reliability Engineer Specialist - SWDC,2023-10-16,IT/Software Development
Giza Arabia Systems,Site Reliability Engineer Specialist - SWDC,2023-10-16,Engineering - Telecom/Technology
Antal International - Egypt,Information Security Manager,2023-10-16,Installation/Maintenance/Repair
Antal International - Egypt,Information Security Manager,2023-10-16,IT/Software Development
Antal International - Egypt,Information Security Manager,2023-10-16,Engineering - Telecom/Technology
classera,Hardware Partnerships Sales Officer,2023-10-16,Business Development
classera,Hardware Partnerships Sales Officer,2023-10-16,IT/Software Development
classera,Hardware Partnerships Sales Officer,2023-10-16,Sales/Retail
Agolo Egypt,Senior QA Engineer,2023-10-16,IT/Software Development
Premium Card,Technical Support Specialist,2023-10-16,IT/Software Development
Premium Card,Technical Support Specialist,2023-10-16,Engineering - Telecom/Technology
Infotech,IT Administrator,2023-10-16,Installation/Maintenance/Repair
Infotech,IT Administrator,2023-10-16,IT/Software Development
 Roaya,Technical Projects Coordinator - IT Background,2023-10-16,IT/Software Development
 Roaya,Technical Projects Coordinator - IT Background,2023-10-16,Project/Program Management
Lychee Fruit Bar,Quality Assurance Specialist,2023-10-16,R&D/Science
Lychee Fruit Bar,Quality Assurance Specialist,2023-10-16,Manufacturing/Production
Lychee Fruit Bar,Quality Assurance Specialist,2023-10-16,Quality
Xceed Contact Center,Information Security Senior Supervisor,2023-10-16,IT/Software Development
Xceed Contact Center,Information Security Senior Supervisor,2023-10-16,Engineering - Telecom/Technology
Mazaya,IT Specialist,2023-10-16,IT/Software Development
GS - GEO Solutions ,Senior Full Stack developer (.Net & Angular),2023-10-16,IT/Software Development
GS - GEO Solutions ,Senior Full Stack developer (.Net & Angular),2023-10-16,Engineering - Telecom/Technology
Arabic Localizer,Business Development Executive - Mawared Software Solutions,2023-10-16,Business Development
Arabic Localizer,Business Development Executive - Mawared Software Solutions,2023-10-16,IT/Software Development
Arabic Localizer,Business Development Executive - Mawared Software Solutions,2023-10-16,Sales/Retail
hyperone,Technical Support Specialist,2023-10-16,IT/Software Development
Expert Apps,Senior Business Analyst,2023-10-16,IT/Software Development
Expert Apps,Senior Business Analyst,2023-10-16,Analyst/Research
K Line Europe,Senior Software Engineer,2023-10-16,IT/Software Development
TTC Technologies,Embedded Hardware Engineer - PCB Design,2023-10-16,IT/Software Development
TTC Technologies,Embedded Hardware Engineer - PCB Design,2023-10-16,Engineering - Telecom/Technology
Injaz Tech for advanced systems,Sales Specialist (IT Solutions),2023-10-16,IT/Software Development
Injaz Tech for advanced systems,Sales Specialist (IT Solutions),2023-10-16,Sales/Retail
Injaz Tech for advanced systems,Sales Specialist (IT Solutions),2023-10-16,Engineering - Telecom/Technology
SE Wiring Systems EGYPT,IT Engineer,2023-10-16,Installation/Maintenance/Repair
SE Wiring Systems EGYPT,IT Engineer,2023-10-16,IT/Software Development
SE Wiring Systems EGYPT,IT Engineer,2023-10-16,Engineering - Telecom/Technology
qTech. ,Senior UI Developer,2023-10-16,Creative/Design/Art
qTech. ,Senior UI Developer,2023-10-16,IT/Software Development
qTech. ,Senior UI Developer,2023-10-16,Engineering - Telecom/Technology
qTech. ,UI Developer,2023-10-16,Creative/Design/Art
qTech. ,UI Developer,2023-10-16,IT/Software Development
qTech. ,UI Developer,2023-10-16,Engineering - Telecom/Technology
qTech. ,Senior UI/UX Designer,2023-10-16,Creative/Design/Art
qTech. ,Senior UI/UX Designer,2023-10-16,IT/Software Development
qTech. ,Senior UI/UX Designer,2023-10-16,Engineering - Telecom/Technology
qTech. ,UI/UX Designer,2023-10-16,Creative/Design/Art
qTech. ,UI/UX Designer,2023-10-16,IT/Software Development
qTech. ,UI/UX Designer,2023-10-16,Engineering - Telecom/Technology
qTech. ,Software Business Analyst,2023-10-16,IT/Software Development
qTech. ,Software Business Analyst,2023-10-16,Analyst/Research
qTech. ,Software Business Analyst,2023-10-16,Engineering - Telecom/Technology
qTech. ,Senior Software Business Analyst,2023-10-16,IT/Software Development
qTech. ,Senior Software Business Analyst,2023-10-16,Analyst/Research
qTech. ,Senior Software Business Analyst,2023-10-16,Engineering - Telecom/Technology
qTech. ,Senior Software Quality Control Engineer,2023-10-16,IT/Software Development
qTech. ,Senior Software Quality Control Engineer,2023-10-16,Quality
qTech. ,Senior Software Quality Control Engineer,2023-10-16,Engineering - Telecom/Technology
qTech. ,Software Tester / Quality Control Engineer,2023-10-16,IT/Software Development
qTech. ,Software Tester / Quality Control Engineer,2023-10-16,Quality
qTech. ,Software Tester / Quality Control Engineer,2023-10-16,Engineering - Telecom/Technology
qTech. ,Senior ARC GIS Developer,2023-10-16,IT/Software Development
qTech. ,Senior ARC GIS Developer,2023-10-16,Engineering - Telecom/Technology
qTech. ,Senior Full Stack Developer (Asp.net Core– Angular),2023-10-16,IT/Software Development
qTech. ,Senior Full Stack Developer (Asp.net Core– Angular),2023-10-16,Engineering - Telecom/Technology
qTech. ,Full Stack (.Net Developer),2023-10-16,IT/Software Development
qTech. ,Full Stack (.Net Developer),2023-10-16,Engineering - Telecom/Technology
qTech. ,Senior Full Stack (.Net Developer),2023-10-16,IT/Software Development
qTech. ,Senior Full Stack (.Net Developer),2023-10-16,Engineering - Telecom/Technology
ElMotaheda Web ,Flutter Developer,2023-10-15,IT/Software Development
ElMotaheda Web ,Flutter Developer,2023-10-15,Engineering - Telecom/Technology
Johnson & Johnson,Master Data Analyst,2023-10-15,IT/Software Development
Johnson & Johnson,Master Data Analyst,2023-10-15,Analyst/Research
Johnson & Johnson,Master Data Analyst,2023-10-15,Engineering - Telecom/Technology
Cryptostart,Web developer,2023-10-15,Creative/Design/Art
Cryptostart,Web developer,2023-10-15,IT/Software Development
Cryptostart,Web developer,2023-10-15,Engineering - Telecom/Technology
World Food Program - Other locations,Information Management & Performance Reporting Officer NOA,2023-10-15,IT/Software Development
World Food Program - Other locations,Information Management & Performance Reporting Officer NOA,2023-10-15,Project/Program Management
World Food Program - Other locations,Information Management & Performance Reporting Officer NOA,2023-10-15,Engineering - Telecom/Technology
World Food Program - Other locations,Programme Assistant (Data Analyst),2023-10-15,IT/Software Development
World Food Program - Other locations,Programme Assistant (Data Analyst),2023-10-15,Engineering - Telecom/Technology
World Food Program - Other locations,Programme Assistant (Data Analyst),2023-10-15,Education/Teaching
Egabi FSI,Project Manager,2023-10-15,IT/Software Development
Egabi FSI,Project Manager,2023-10-15,Project/Program Management
Egabi FSI,Project Manager,2023-10-15,Engineering - Telecom/Technology
Our Education,"Software Engineer - (Laravel, Vue, Golang)",2023-10-15,IT/Software Development
Our Education,"Software Engineer - (Laravel, Vue, Golang)",2023-10-15,Engineering - Telecom/Technology
Our Education,Senior Software Business Analyst / ERP,2023-10-15,IT/Software Development
Our Education,Senior Software Business Analyst / ERP,2023-10-15,Analyst/Research
Our Education,Senior Software Business Analyst / ERP,2023-10-15,Engineering - Telecom/Technology
SMARTTEL,Pre Sales Engineer-Low Current,2023-10-15,IT/Software Development
SMARTTEL,Pre Sales Engineer-Low Current,2023-10-15,Sales/Retail
SMARTTEL,Pre Sales Engineer-Low Current,2023-10-15,Engineering - Telecom/Technology
Rashideen Egypt for Trade ,System Administration Section Head,2023-10-15,IT/Software Development
intrazero,Senior PHP Developer,2023-10-15,IT/Software Development
intrazero,Senior PHP Developer,2023-10-15,Engineering - Telecom/Technology
TEPCO S.A.E.,Group IT Manager,2023-10-15,IT/Software Development
Antal International - Egypt,Back End Lead - Dot Net + Node / Python - Cairo,2023-10-15,Creative/Design/Art
Antal International - Egypt,Back End Lead - Dot Net + Node / Python - Cairo,2023-10-15,IT/Software Development
Antal International - Egypt,Back End Lead - Dot Net + Node / Python - Cairo,2023-10-15,Engineering - Telecom/Technology
Antal International - Egypt,Senior Machine Learning and NLP Engineer,2023-10-15,IT/Software Development
Antal International - Egypt,Senior Machine Learning and NLP Engineer,2023-10-15,Engineering - Telecom/Technology
Antal International - Egypt,Senior Machine Learning and NLP Engineer,2023-10-15,Engineering - Mechanical/Electrical
Algoriza,Senior Full Stack Developer,2023-10-15,IT/Software Development
Jumia Technologies AG,Quality Assurance Engineer - Jumia (Full Time) Tech - Africa - Egypt,2023-10-15,IT/Software Development
Jumia Technologies AG,Quality Assurance Engineer - Jumia (Full Time) Tech - Africa - Egypt,2023-10-15,Quality
Jumia Technologies AG,Quality Assurance Engineer - Jumia (Full Time) Tech - Africa - Egypt,2023-10-15,Engineering - Telecom/Technology
intrazero,Project Manager at Software House,2023-10-15,IT/Software Development
intrazero,Project Manager at Software House,2023-10-15,Project/Program Management
intrazero,Project Manager at Software House,2023-10-15,Engineering - Telecom/Technology
Expleo,Senior Project Manager | Banking,2023-10-15,IT/Software Development
Expleo,Senior Project Manager | Banking,2023-10-15,Project/Program Management
Expleo,Senior Project Manager | Banking,2023-10-15,Engineering - Telecom/Technology
Sceel.io,Node JS Developer,2023-10-15,IT/Software Development
Sceel.io,Node JS Developer,2023-10-15,Engineering - Telecom/Technology
Sceel.io,Senior Ruby on rails Developer,2023-10-15,IT/Software Development
Sceel.io,Senior Ruby on rails Developer,2023-10-15,Engineering - Telecom/Technology
LINK TSP,Sr. Front End Developer,2023-10-15,IT/Software Development
EAST ,ERP Senior Specialist,2023-10-15,IT/Software Development
EAST ,ERP Senior Specialist,2023-10-15,Other
EAST ,ERP Senior Specialist,2023-10-15,Engineering - Other
Smartverse,Application Support Microsoft Dynamics AX2012R3,2023-10-15,IT/Software Development
LxT,Data Engineer,2023-10-15,IT/Software Development
Greenway,Accounting Manager,2023-10-15,Accounting/Finance
Viavi Solutions,Full Stack Developer,2023-10-15,IT/Software Development
Viavi Solutions,Full Stack Developer,2023-10-15,Engineering - Telecom/Technology
Basata,Senior Linux Engineer,2023-10-15,IT/Software Development
Basata,Senior Linux Engineer,2023-10-15,Engineering - Telecom/Technology
Azm development,Product Owner,2023-10-15,IT/Software Development
Azm development,Product Owner,2023-10-15,Project/Program Management
OdooTec,English speaking accountant who wants to shift career to IT,2023-10-15,Accounting/Finance
OdooTec,English speaking accountant who wants to shift career to IT,2023-10-15,IT/Software Development
GLOBAL AUTO,Information Technology Specialist,2023-10-15,IT/Software Development
WSC,Junior java developer,2023-10-15,IT/Software Development
Holix,Python Web Developer - Graduate Position,2023-10-31,IT/Software Development
Telegeeks LLC,Business Development Manager,2023-10-13,Business Development
Telegeeks LLC,Business Development Manager,2023-10-13,Sales/Retail
Telegeeks LLC,Business Development Manager,2023-10-13,Engineering - Telecom/Technology
ECONSTRUCT DESIGN & BUILD Pvt Ltd.,Software Engineer,2023-10-13,IT/Software Development
ECONSTRUCT DESIGN & BUILD Pvt Ltd.,Software Engineer,2023-10-13,Quality
ECONSTRUCT DESIGN & BUILD Pvt Ltd.,Software Engineer,2023-10-13,Engineering - Telecom/Technology
Giza Arabia Systems,Project Admin,2023-10-13,Administration
Giza Arabia Systems,Project Admin,2023-10-13,IT/Software Development
Giza Arabia Systems,Project Admin,2023-10-13,Project/Program Management
Giza Arabia Systems,Senior Automation Specialist,2023-10-13,Human Resources
Giza Arabia Systems,Senior Automation Specialist,2023-10-13,Marketing/PR/Advertising
Giza Arabia Systems,Senior Automation Specialist,2023-10-13,Media/Journalism/Publishing
Schneider Electric - Egypt,Regional Cooling Service Expert (Cooling systems/HVAC systems),2023-10-13,IT/Software Development
Schneider Electric - Egypt,Regional Cooling Service Expert (Cooling systems/HVAC systems),2023-10-13,Sales/Retail
Schneider Electric - Egypt,Regional Cooling Service Expert (Cooling systems/HVAC systems),2023-10-13,Engineering - Telecom/Technology
Antal International - Egypt,Senior Technical Talent Acquisition Consultant,2023-10-13,Human Resources
Antal International - Egypt,Senior Technical Talent Acquisition Consultant,2023-10-13,IT/Software Development
Antal International - Egypt,Senior Technical Talent Acquisition Consultant,2023-10-13,Engineering - Telecom/Technology
DXC.technology,Test Engineer,2023-10-13,IT/Software Development
DXC.technology,Test Engineer,2023-10-13,Quality
DXC.technology,Test Engineer,2023-10-13,Engineering - Telecom/Technology
Midea Group,IT operation and maintenance engineer,2023-10-13,IT/Software Development
Noases,Junior Computer Vision Engineer,2023-10-12,IT/Software Development
IQRA Network,Customer Support Advisor,2023-10-12,Administration
IQRA Network,Customer Support Advisor,2023-10-12,Customer Service/Support
IQRA Network,Customer Support Advisor,2023-10-12,IT/Software Development
Zeal Capital Market (Seychelles) Limited,Trading Services Specialist,2023-10-12,Customer Service/Support
Zeal Capital Market (Seychelles) Limited,Trading Services Specialist,2023-10-12,IT/Software Development
Zeal Capital Market (Seychelles) Limited,Trading Services Specialist,2023-10-12,Sales/Retail
Schneider Electric - Egypt,Lead Management Engineer - French Speaker,2023-10-12,Engineering - Construction/Civil/Architecture
Schneider Electric - Egypt,Lead Management Engineer - French Speaker,2023-10-12,IT/Software Development
Schneider Electric - Egypt,Lead Management Engineer - French Speaker,2023-10-12,Engineering - Telecom/Technology
PILLARS CONSULTANCY & RECRUITMENT,Sales Client Executive – Banking/Financial Services -Large Multinational IT,2023-10-12,IT/Software Development
PILLARS CONSULTANCY & RECRUITMENT,Sales Client Executive – Banking/Financial Services -Large Multinational IT,2023-10-12,Sales/Retail
PILLARS CONSULTANCY & RECRUITMENT,Sales Client Executive – Banking/Financial Services -Large Multinational IT,2023-10-12,Engineering - Telecom/Technology
AFFSQUARE,Senior UI/UX Designer,2023-10-12,Creative/Design/Art
AFFSQUARE,Senior UI/UX Designer,2023-10-12,IT/Software Development
AFFSQUARE,Senior UI/UX Designer,2023-10-12,Engineering - Telecom/Technology
Octane solutions ,Senior Devops Engineer,2023-10-29,Installation/Maintenance/Repair
Octane solutions ,Senior Devops Engineer,2023-10-29,IT/Software Development
Octane solutions ,Senior Devops Engineer,2023-10-29,Engineering - Telecom/Technology
Octane solutions ,Mid Level Testing Engineer,2023-10-12,Accounting/Finance
Octane solutions ,Mid Level Testing Engineer,2023-10-12,IT/Software Development
Octane solutions ,Mid Level Testing Engineer,2023-10-12,Engineering - Telecom/Technology
Octane solutions ,Senior Testing Engineer,2023-10-12,Accounting/Finance
Octane solutions ,Senior Testing Engineer,2023-10-12,IT/Software Development
Octane solutions ,Senior Testing Engineer,2023-10-12,Engineering - Telecom/Technology
DXC.technology,Java Developer,2023-10-12,IT/Software Development
DXC.technology,Java Developer,2023-10-12,Quality
DXC.technology,Java Developer,2023-10-12,Engineering - Telecom/Technology
Raya Holding for Financial Investments,Senior Manager E-Payments Development,2023-10-12,Business Development
Raya Holding for Financial Investments,Senior Manager E-Payments Development,2023-10-12,IT/Software Development
Raya Holding for Financial Investments,Senior Manager E-Payments Development,2023-10-12,Engineering - Telecom/Technology
SURE International Technology,Senior Front End Developer,2023-10-12,IT/Software Development
Xceed Contact Center,Information Security Senior Specialist,2023-10-12,IT/Software Development
Xceed Contact Center,Information Security Senior Specialist,2023-10-12,Engineering - Telecom/Technology
Ejada ,Java Developer.,2023-10-12,IT/Software Development
 Roaya,Software Sales Account Manager,2023-10-12,IT/Software Development
 Roaya,Software Sales Account Manager,2023-10-12,Sales/Retail
 Roaya,Software Sales Account Manager,2023-10-12,Engineering - Telecom/Technology
Egast,"SAP Consultant "" business One""",2023-10-12,Business Development
Aliaict,Digital Marketing Specialist,2023-10-12,Hospitality/Hotels/Food Services
Aliaict,Digital Marketing Specialist,2023-10-12,IT/Software Development
Aliaict,Digital Marketing Specialist,2023-10-12,Marketing/PR/Advertising
softprograms,Software Development Team Leader (Java & Angular),2023-10-12,IT/Software Development
Arabian Advanced Systems,Senior React Developer,2023-10-12,IT/Software Development
Arabian Advanced Systems,Senior React Developer,2023-10-12,Engineering - Telecom/Technology
Network International -Egypt,Online Live Support Senior Specialist,2023-10-12,IT/Software Development
Network International -Egypt,Online Live Support Senior Specialist,2023-10-12,Engineering - Telecom/Technology
DX Republic,Java Spring Boot Developer,2023-10-12,IT/Software Development
DX Republic,Java Spring Boot Developer,2023-10-12,Engineering - Telecom/Technology
softprograms,Software Business Analyst,2023-10-12,IT/Software Development
softprograms,Software Business Analyst,2023-10-12,Analyst/Research
Samaya Electronics Egypt LTD,Embedded Hardware Senior Engineer,2023-10-12,IT/Software Development
Samaya Electronics Egypt LTD,Embedded Hardware Senior Engineer,2023-10-12,Engineering - Telecom/Technology
Samaya Electronics Egypt LTD,Embedded Hardware Senior Engineer,2023-10-12,Engineering - Mechanical/Electrical
softprograms,Senior Full Stack Developer (.NET Core & Angular),2023-10-12,IT/Software Development
softprograms,Senior Software Testing Engineer,2023-10-12,IT/Software Development
softprograms,Senior Software Testing Engineer,2023-10-12,Quality
softprograms,Senior java Full Stack Developer (Spring Boot & Angular),2023-10-12,IT/Software Development
EEC Group,Junior Web Developer - Full Stack,2023-10-12,IT/Software Development
EEC Group,Junior Web Developer - Full Stack,2023-10-12,Engineering - Telecom/Technology
Kian Alraqmih,SEO Specialist,2023-10-12,Writing/Editorial
Kian Alraqmih,SEO Specialist,2023-10-12,IT/Software Development
Kian Alraqmih,SEO Specialist,2023-10-12,Marketing/PR/Advertising
MICA,Network Instructor1,2023-10-12,IT/Software Development
MICA,Network Instructor1,2023-10-12,Education/Teaching
MICA,Network Instructor1,2023-10-12,Training/Instructor
acwme,Technical Business Analyst and Project Manager,2023-10-12,IT/Software Development
acwme,Technical Business Analyst and Project Manager,2023-10-12,Project/Program Management
acwme,Technical Business Analyst and Project Manager,2023-10-12,Analyst/Research
Four Seasons Hotels and Resorts,Assistant Director of Engineering,2023-10-11,Administration
Four Seasons Hotels and Resorts,Assistant Director of Engineering,2023-10-11,Engineering - Construction/Civil/Architecture
Four Seasons Hotels and Resorts,Assistant Director of Engineering,2023-10-11,Engineering - Mechanical/Electrical
"Honeywell International, Inc.",Intern Bachelors Cyber Sec,2023-10-11,Installation/Maintenance/Repair
"Honeywell International, Inc.",Intern Bachelors Cyber Sec,2023-10-11,IT/Software Development
"Honeywell International, Inc.",Intern Bachelors Cyber Sec,2023-10-11,Engineering - Telecom/Technology
Kuehne & Nagel Logistics,Sea Logistics Expert- Systems and process,2023-10-11,IT/Software Development
Kuehne & Nagel Logistics,Sea Logistics Expert- Systems and process,2023-10-11,Logistics/Supply Chain
Kuehne & Nagel Logistics,Sea Logistics Expert- Systems and process,2023-10-11,Engineering - Telecom/Technology
S.C. Johnson & Son Inc,"Senior Associate, Packaging Engineer",2023-10-11,Engineering - Construction/Civil/Architecture
S.C. Johnson & Son Inc,"Senior Associate, Packaging Engineer",2023-10-11,IT/Software Development
S.C. Johnson & Son Inc,"Senior Associate, Packaging Engineer",2023-10-11,Engineering - Telecom/Technology
Raya Holding for Financial Investments,Infrastructure Manager,2023-10-11,Engineering - Construction/Civil/Architecture
Raya Holding for Financial Investments,Infrastructure Manager,2023-10-11,IT/Software Development
Raya Holding for Financial Investments,Infrastructure Manager,2023-10-11,Engineering - Telecom/Technology
eBSEG,Senior Full Stack .Net Web Developer,2023-10-11,IT/Software Development
eBSEG,Senior Full Stack .Net Web Developer,2023-10-11,Engineering - Telecom/Technology
Osolutions,Full Stack wordpress Developer,2023-10-11,IT/Software Development
Osolutions,Full Stack wordpress Developer,2023-10-11,Engineering - Telecom/Technology
Kasrawy Group,CCTV Engineer (Light Current),2023-10-11,Installation/Maintenance/Repair
Kasrawy Group,CCTV Engineer (Light Current),2023-10-11,IT/Software Development
Kasrawy Group,CCTV Engineer (Light Current),2023-10-11,Engineering - Telecom/Technology
Measuresoft oil and gas Services   ,web developer,2023-10-11,IT/Software Development
Global Academic Foundation Hosting University of Hertfordshire UH,Application Support Officer,2023-10-11,Installation/Maintenance/Repair
Global Academic Foundation Hosting University of Hertfordshire UH,Application Support Officer,2023-10-11,IT/Software Development
Global Academic Foundation Hosting University of Hertfordshire UH,Application Support Officer,2023-10-11,Engineering - Telecom/Technology
IT Pillars,Pre Sales Engineer,2023-10-11,IT/Software Development
IT Pillars,Pre Sales Engineer,2023-10-11,Engineering - Telecom/Technology
IT Pillars,Network Technical Support,2023-10-11,Installation/Maintenance/Repair
IT Pillars,Network Technical Support,2023-10-11,IT/Software Development
IT Pillars,Network Technical Support,2023-10-11,Engineering - Telecom/Technology
IT Pillars,System Analyst,2023-10-11,IT/Software Development
IT Pillars,System Analyst,2023-10-11,Analyst/Research
IT Pillars,System Analyst,2023-10-11,Engineering - Telecom/Technology
DX Republic,Software Testing Team Lead,2023-10-11,IT/Software Development
DX Republic,Software Testing Team Lead,2023-10-11,Engineering - Other
Pillars,Sales Client Executive - Banking/Financial Services - Large Multinational IT,2023-10-11,Business Development
Pillars,Sales Client Executive - Banking/Financial Services - Large Multinational IT,2023-10-11,Marketing/PR/Advertising
Pillars,Sales Client Executive - Banking/Financial Services - Large Multinational IT,2023-10-11,Sales/Retail
Khatib & Alami,Senior Quality Auditor,2023-10-11,IT/Software Development
Khatib & Alami,Senior Quality Auditor,2023-10-11,Quality
Khatib & Alami,Senior Quality Auditor,2023-10-11,Engineering - Telecom/Technology
Al Ahly Momkn for e-payment,Automation Testing Team Leader,2023-10-11,IT/Software Development
eVision,Senior Software Developer,2023-10-11,IT/Software Development
eVision,Senior Software Developer,2023-10-11,Engineering - Telecom/Technology
Numrah,QA Mobile Engineer,2023-10-11,IT/Software Development
Numrah,QA Mobile Engineer,2023-10-11,Engineering - Telecom/Technology
Nature's Rule Egypt LLC ,SAP Admin / IT Admin,2023-10-11,Installation/Maintenance/Repair
Nature's Rule Egypt LLC ,SAP Admin / IT Admin,2023-10-11,IT/Software Development
Statements for Consulting,Senior IT Specialist (Help Desk & Technical Support),2023-10-11,Installation/Maintenance/Repair
Statements for Consulting,Senior IT Specialist (Help Desk & Technical Support),2023-10-11,IT/Software Development
Statements for Consulting,Senior IT Specialist (Help Desk & Technical Support),2023-10-11,Engineering - Telecom/Technology
Ultimate Solutions Egypt,TEMENOS INFINITY Architect,2023-10-11,Engineering - Construction/Civil/Architecture
Ultimate Solutions Egypt,TEMENOS INFINITY Architect,2023-10-11,Installation/Maintenance/Repair
Ultimate Solutions Egypt,TEMENOS INFINITY Architect,2023-10-11,IT/Software Development
OdooTec,ERP Project Manager,2023-10-11,IT/Software Development
Sarmady,Senior Scrum Master,2023-10-11,Business Development
Sarmady,Senior Scrum Master,2023-10-11,IT/Software Development
Sarmady,Senior Scrum Master,2023-10-11,Project/Program Management
Ultimate Solutions Egypt,TEMENOS INFINITY Developer,2023-10-11,Installation/Maintenance/Repair
Ultimate Solutions Egypt,TEMENOS INFINITY Developer,2023-10-11,IT/Software Development
Ultimate Solutions Egypt,TEMENOS INFINITY Developer,2023-10-11,Engineering - Telecom/Technology
OdooTec,Software Development Team Lead,2023-10-11,IT/Software Development
Elhazek Construction,IT Support Engineer,2023-10-11,Engineering - Telecom/Technology
Kick Start Interactive,System Analyst (Hybrid work),2023-10-11,IT/Software Development
Noases,Flutter Developers,2023-10-10,Creative/Design/Art
Noases,Flutter Developers,2023-10-10,IT/Software Development
Noases,Flutter Developers,2023-10-10,Engineering - Telecom/Technology
Noases,Full Stack Engineer,2023-10-10,Creative/Design/Art
Noases,Full Stack Engineer,2023-10-10,IT/Software Development
Noases,Full Stack Engineer,2023-10-10,Engineering - Telecom/Technology
INNOVA SOFT,Software tester / system analyst,2023-10-10,IT/Software Development
INNOVA SOFT,Software tester / system analyst,2023-10-10,Engineering - Telecom/Technology
Kuehne & Nagel Logistics,National Project Logistics Customer Excellence Manager,2023-10-10,IT/Software Development
Kuehne & Nagel Logistics,National Project Logistics Customer Excellence Manager,2023-10-10,Logistics/Supply Chain
Kuehne & Nagel Logistics,National Project Logistics Customer Excellence Manager,2023-10-10,Sales/Retail
"Halliburton Energy Services, Inc.",Field Engineer I - Directional Drilling,2023-10-10,Installation/Maintenance/Repair
"Halliburton Energy Services, Inc.",Field Engineer I - Directional Drilling,2023-10-10,Engineering - Telecom/Technology
"Halliburton Energy Services, Inc.",Field Engineer I - Directional Drilling,2023-10-10,Engineering - Mechanical/Electrical
Schneider Electric - Egypt,Offer Marketing Senior Engineer,2023-10-10,IT/Software Development
Schneider Electric - Egypt,Offer Marketing Senior Engineer,2023-10-10,Sales/Retail
Schneider Electric - Egypt,Offer Marketing Senior Engineer,2023-10-10,Engineering - Telecom/Technology
VAS Integrated Solutions,Presales Consultant – Dell Technologies,2023-10-10,IT/Software Development
VAS Integrated Solutions,Presales Consultant – Dell Technologies,2023-10-10,Sales/Retail
VAS Integrated Solutions,Presales Consultant – Dell Technologies,2023-10-10,Engineering - Telecom/Technology
VAS Integrated Solutions,Senior Channel Sale Manager - Fortinet,2023-10-10,Customer Service/Support
VAS Integrated Solutions,Senior Channel Sale Manager - Fortinet,2023-10-10,IT/Software Development
VAS Integrated Solutions,Senior Channel Sale Manager - Fortinet,2023-10-10,Sales/Retail
VAS Integrated Solutions,Senior Presales Consultant - Fortinet,2023-10-10,IT/Software Development
VAS Integrated Solutions,Senior Presales Consultant - Fortinet,2023-10-10,Sales/Retail
VAS Integrated Solutions,Senior Presales Consultant - Fortinet,2023-10-10,Engineering - Telecom/Technology
Schneider Electric - Egypt,Senior Technical Support Engineer,2023-10-10,Installation/Maintenance/Repair
Schneider Electric - Egypt,Senior Technical Support Engineer,2023-10-10,IT/Software Development
Schneider Electric - Egypt,Senior Technical Support Engineer,2023-10-10,Engineering - Telecom/Technology
Schneider Electric - Egypt,Delegated Admin & CI Senior Expert,2023-10-10,IT/Software Development
Schneider Electric - Egypt,Delegated Admin & CI Senior Expert,2023-10-10,Sales/Retail
Schneider Electric - Egypt,Delegated Admin & CI Senior Expert,2023-10-10,Engineering - Telecom/Technology
Giza Arabia Systems,Delivery Manager - Scrum Master,2023-10-10,IT/Software Development
Giza Arabia Systems,Delivery Manager - Scrum Master,2023-10-10,Operations/Management
Giza Arabia Systems,Delivery Manager - Scrum Master,2023-10-10,Engineering - Telecom/Technology
Schneider Electric - Egypt,Project Controller Associate,2023-10-10,Engineering - Construction/Civil/Architecture
Schneider Electric - Egypt,Project Controller Associate,2023-10-10,IT/Software Development
