CompanyName,JobTitle,DatePosted,JobType,Status,Country,City,Region,MinimumExperience,MaximumExperience,MinimumSalary,MaximumSalary,EducationLevel,CareerLevel,JobDescription,JobRequirements,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kiromarble for marble and granite,It Specialist and System Administrator,06/10/2023,Full Time,Open,Egypt,Cairo,Sheraton,2,3,7000,7500,null,Entry Level (Junior Level / Fresh Grad),"Install and configure software and hardware
Manage network servers and technology tools
Set up accounts and workstations
Monitor performance and maintain systems according to requirements
Troubleshoot issues and outages
Ensure security through access controls, backups and firewalls
Upgrade systems with new releases and models
Develop expertise to train staff on new technologies
Build an internal wiki with technical documentation, manuals and IT policies","Proven experience as a System Administrator, Network Administrator or similar role
Experience with databases, networks (LAN, WAN) and patch management
Knowledge of system security (e.g. intrusion detection systems) and data backup/recovery
Ability to create scripts in Python, Perl or other language
Familiarity with various operating systems and platforms
Resourcefulness and problem-solving aptitude
Excellent communication skills
BSc/Ba in Information Technology, Computer Science or a related discipline; professional certification (e.g. Microsoft Certified Systems Administrator (MCSA)) is a plus",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Golden Gates ,Senior Flutter Developer,06/10/2023,Full Time,Open,Egypt,Giza,null,3,7,null,null,null,Experienced (Non-Manager),"Design, develop, test, and maintain mobile applications using Flutter
Collaborate with other developers to implement new features and fix bugs
Participate in code reviews and provide feedback to other developers
Stay up-to-date with the latest Flutter and Dart developments
Mentor and train junior developers","Bachelor in Software Engineering or Computer Science or equivalent degree
3+ years of experience with Flutter 
Strong understanding of Flutter best practices and design patterns
Experience with testing and debugging Flutter applications
Experience with version control systems such as Git
Experience with agile development methodologies
Excellent problem-solving and analytical skills
Ability to work independently and as part of a team",,,,,,,,,,,,,,,,,,,,,,,,,,,,
YELO,program support,06/10/2023,Full Time,Open,Egypt,Cairo,Sheraton,1,3,null,null,null,Experienced (Non-Manager),"Project Support and Program Management Skills
Analytical Skills and attention to detail
Excellent Communication and Interpersonal skills
Administrative Assistance and organizational skills
Proficiency in MS office and experience using project management tools
Self-motivation and ability to work in a team
A bachelor's degree in a relevant field (such as Business Administration, Project Management, or a related discipline) or equivalent practical experience","Proven experience as program coordinator or relevant position
Knowledge of program management and development procedures
Knowledge of budgeting, bookkeeping and reporting
Tech savvy, proficient in MS Office
Ability to work with diversity and multi-disciplinary teams
Excellent time-management and organizational skills
Outstanding verbal and written communication skills
Detail-oriented and efficient
CCNA- MCNA Certification ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRIMETIS,Senior Frontend Developer (Vue.JS),06/10/2023,Full Time,Open,Egypt,Cairo,null,7,10,null,null,Bachelor's Degree,Experienced (Non-Manager),"Our Client's mission is to develop the world's most intuitive and capable F&B management platform. 
Required Skills: 
 
Profound experience with frontend frameworks (min. 7 years, 10 years+ including full stack preferred)
Proficiency in Vue.JS, familiarity with Angular, React, Next.JS
Deep understanding of JavaScript/TypeScript, HTML5 and CSS
Familiarity with design frameworks such as Bootstrap, tailwind, etc.
Experience with Design-Handoff-Tools a plus (e.g. Sketch, Zeplin)
Well-versed with relational databases and object graphs
Familiar with usage of APIs (REST, SOAP, JSON)
Proficient in using version control (Git), familiarity with continuous integration
Some experience with dev-ops and deployment, in particular the harmonization between networks, services and operating systems
Good coding habits, such as unit tests and documentation
University degree in a related or technical field
Excellent communication skills in written and oral English","● BSc in Computer Science, Engineering or a relevant field",,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRIMETIS,Senior PHP Developer,06/10/2023,Full Time,Open,Egypt,Cairo,null,7,10,null,null,Bachelor's Degree,Experienced (Non-Manager),"Our Client's mission is to develop the world's most intuitive and capable F&B management platform. 
Required Skills:
 
Profound experience with PHP (min. 7 years, 10 years+ preferred)
Well-versed with relational databases such as MySQL and postgres, including performance questions with large datasets
Experience with PHP MVC frameworks such as Laravel
Experienced with ORM and persistence frameworks such as Eloquent an advantage
Familiar with usage and production of APIs (REST, SOAP, JSON)
Proficient in using version control (Git), familiarity with continuous integration
Good understanding of JavaScript/TypeScript (Vue.js), HTML5 and CSS
Hands-on experience with dev-ops, in particular the harmonization between networks, services and operating systems
Good coding habits, such as unit tests and documentation
Familiarity with frameworks such as Sentry, Elastic Search, Tableau
University degree in a related or technical field
Excellent communication skills in written and oral English
 
 
 ",null,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dedalus,Java Developer,06/10/2023,Full Time,Open,Egypt,Cairo,Heliopolis,1,10,null,null,Bachelor's Degree,Entry Level (Junior Level / Fresh Grad),"About us
Our 
Purpose 
is to serve each actor of the Healthcare Ecosystem to provide better care in a healthier planet and our 
Vision 
- a digitally-enabled healthcare ecosystem where all stakeholders actively collaborate across the continuum of care to improve each citizen's health outcomes.
To support our Purpose and Vision, we need our Core Values which help us to drive our cultural journey.  
We are looking for a hands-on Java developer who is technology-oriented, forward-thinking individual, with an entrepreneurial spirit.
You will be responsible for developing and supporting Java projects, completing specific client work, projects and miscellaneous tasks while ensuring commitment and quality through to completion. This highly responsible position involves using established work procedures to analyze, design, develop, implement, maintain, re-engineer and troubleshoot large scale mission critical application, with a focus on scalability, maintainability, security and performance.
You will participate in all phases of the software lifecycle with an emphasis on design, development, quality and implementation, and provide technical leadership to development teams.
Ability to work as team and independently, on technical & operational aspects is the key.","Key skills
Extremely fluent in Core Java, JSP and Servlets, EJB 3.0, Eclipse, Ajax, JavaScript and XML
Strong Experience on JavaScript, JQuery, AJAX & JSON knowledge
Good hands-on experience in Oracle/Pl-SQL technologies.
Ability to write/debug and understand database business objects.
Expertise on HTML 5, CSS 3,UI Standards and development of browser agnostic web applications.
Excellent debugging skills; able to debug complex technical issues involving multiple system components.
Proven experience on Unit Test Automation (jUNIT)
Excellent at SOLID design principles and understanding of various other design patterns.
Effective problem-solving skills.
Experience with Agile methodologies.
Command of languages: English (Excellent) 
Identify options for potential solutions and assess them for technical and business suitability
Keep abreast of technical and industry developments
Familiarity with version control systems such as TFS, Bit bucket, IBMs CM Synergy & code management principles.
Additional skills/qualifications
Masters’ or bachelor’s degree in Computer Science, MIS, or Engineering 
1 – 10 years of relevant IT experience with solid technical exposure and 
Candidate with more than 6+ Years should have experience in 4 or more real-time software development projects and handled/led 2 or more projects independently.
Should have experience on designing/developing large scale or mission critical applications, preferably in the field of Healthcare.
Exposure to Mobile platforms (Android/iOS) is an added advantage.
Passion for programming extends beyond working hours.
Experience of liaising extensively with external (onsite) or internal clients",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Klik,Junior React Native App Developer,05/10/2023,Full Time,Open,Egypt,Cairo,Maadi,null,null,10000,15000,null,Entry Level (Junior Level / Fresh Grad),"As a Junior React Native App Developer at [Your Company Name], you will have the opportunity to learn and grow in a supportive environment. You will work closely with experienced developers and cross-functional teams to contribute to the development of cutting-edge mobile applications. This role is an excellent opportunity for someone looking to kick-start their career in mobile app development.
Responsibilities:
Collaborate with senior developers, product managers, and designers to assist in implementing mobile app features.
Learn and write clean, maintainable, and efficient code in React Native.
Contribute to the development and maintenance of mobile applications for iOS and Android platforms.
Assist in optimizing app performance for a smooth user experience.
Participate in troubleshooting and debugging activities.
Stay up-to-date with industry trends and best practices.
Seek guidance and mentorship from experienced team members.","Bachelor's degree in Computer Science, Software Engineering, or a related field (or currently pursuing one).
Basic knowledge of JavaScript and a strong interest in learning React Native.
Eagerness to learn and grow in mobile app development.
Strong problem-solving skills and attention to detail.
Excellent communication and teamwork skills.
Ability to work in a fast-paced, agile development environment.
Enthusiasm for staying updated on the latest technologies and tools in mobile development.
Experience with Git is a plus.
Knowledge of RESTful/GraphQL API integration is a plus.
Experience releasing apps on Google Play Store/App Store is a plus.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Klik,Senior React Native App Developer,05/10/2023,Full Time,Open,Egypt,Cairo,Maadi,2,8,18000,30000,null,Experienced (Non-Manager),"         
           As a Senior React Native App Developer at Klik, you will play a crucial role in designing, developing, and maintaining cutting-edge mobile applications. You will work closely with cross-functional teams to bring our ideas to life, ensuring high-quality, performant, and user-friendly apps. Your expertise in React Native will be essential as you contribute to the development of our mobile product.
Responsibilities:
- Collaborate with product managers, designers, and other developers to define and implement mobile app features.
- Write clean, maintainable, and efficient code in React Native.
- Develop and maintain mobile applications for both iOS and Android platforms.
- Optimize app performance for a smooth user experience.
- Troubleshoot and debug issues as they arise.
- Stay up-to-date with industry trends and incorporate best practices into the development process.
- Mentor and provide guidance to junior developers.
 ","- Bachelor's degree in Computer Science, Software Engineering, or a related field (or equivalent work experience).
- Proven experience as a React Native developer, with a strong portfolio of mobile applications.
- Extensive knowledge of JavaScript, ES6+, and TypeScript.
- Familiarity with mobile app architecture patterns (MVC, MVVM, Redux).
- Proficiency in RESTful/GraphQL API integration.
- Experience with Git.
- Strong problem-solving skills and attention to detail.
- Excellent communication and teamwork skills.
- Ability to work in a fast-paced, agile development environment.
- Knowledge of native iOS and Android development is a plus.
- Experience Releasing apps on Google Play Store/App Store is a plus",,,,,,,,,,,,,,,,,,,,,,,,,,,,
scandiweb,Senior PPC Specialist,05/10/2023,Full Time,Open,Egypt,Cairo,null,3,5,1000,1600,null,Experienced (Non-Manager),"Working closely with global brands and creating impressive websites is challenging and rewarding.
scandiweb has collaborated with many well-known brands, such as Ford, Hyundai, BMW, Jaguar, Happy Socks, Lancome, L'Oreal, Puma, the MET, and more, to develop the best eCommerce solutions for their specific needs.
Our diverse team of professionals from 50+ countries provides expertise in various areas, including Business Development, UX Design, Web Development, Project Management, Quality Assurance, and Digital Marketing.
As the leading eCommerce Agency worldwide, we continuously strive to push boundaries and stay ahead. Join us and become part of our ambitious journey!
Tailoring ads to the correct customers involves collaborating with various advertising channels. PPC experts consistently monitor and adjust strategies to achieve optimal engagement. As the team continues its growth, they are enthusiastic about having you join on board!","What are the goals and responsibilities of a Senior PPC Specialist?
As a PPC Specialist, you will manage developing comprehensive paid search strategies and plans for new and existing clients in the US and Europe. Your duties will entail overseeing all facets of multiple search campaigns, starting from conceptualization and extending through execution and reporting, with an accurate emphasis on quality and precision within Google and Bing platforms. Being a senior means to support and mentor your team, as well.
You will be tasked with continuous monitoring, optimization, A/B testing, and thorough reporting to ensure that key performance indicators (KPIs) exceed. Crafting persuasive Ad copy geared towards driving conversions will be a focal point. 
Moreover, you will be consistently on the lookout for new approaches to magnify and enhance paid search performance for clients, collaborating closely with analytics, UX, and CRO teams, as well as copywriters. Compiling monthly reports on paid search activity, accompanied by an insightful analysis of account performance, will be part of your routine. 
Additionally, you will keep a vigilant watch on, propose, and experiment with the latest digital marketing tactics.
What do we expect from you?
We are seeking an individual with extensive prior work experience in constructing and overseeing campaigns within Google Ads and Microsoft Ads. Proficiency in web analytics tools, particularly Google Analytics, is essential. 
A strong enthusiasm for self-driven learning is highly valued, as is the ability to manage multiple projects concurrently. As a self-initiator, you thrive without continual supervision and possess exceptional communication skills, functioning seamlessly within a team setting. 
An added advantage would be expertise in eCommerce marketing, along with a background in qualitative research. Solid knowledge of Conversion Rate Optimization (CRO) and Search Engine Optimization (SEO) is also a valuable asset.
 
Please note that 
if you are joining scandiweb remotely, you will need to have your own hardware setup
. After the probation period, it is possible to arrange a hardware upgrade.
How to apply?
Complete the necessary details, and we will promptly get back to you with the next steps.
The next steps typically involve a test assignment and an interview.
Benefits
Get the best PPC experience at the world's leading eCommerce Agency.
Work on the most challenging and largest projects worldwide.
Join a multinational team that delivers to customers in over 70 countries.
Experience our online office, where everyone is connected regardless of their location.
Receive support for hardware upgrades.
Benefit from health insurance.
Access certifications, events, and many other opportunities!",,,,,,,,,,,,,,,,,,,,,,,,,,,,
scandiweb,PPC Specialist,05/10/2023,Full Time,Open,Egypt,Cairo,null,2,3,500,1000,null,Experienced (Non-Manager),"Working closely with global brands and creating impressive websites is challenging and rewarding.
scandiweb has collaborated with many well-known brands, such as Ford, Hyundai, BMW, Jaguar, Happy Socks, Lancome, L'Oreal, Puma, the MET, and more, to develop the best eCommerce solutions for their specific needs.
Our diverse team of professionals from 50+ countries provides expertise in various areas, including Business Development, UX Design, Web Development, Project Management, Quality Assurance, and Digital Marketing.
As the leading eCommerce Agency worldwide, we continuously strive to push boundaries and stay ahead. Join us and become part of our ambitious journey!
Tailoring ads to the correct customers involves collaborating with various advertising channels. PPC experts consistently monitor and adjust strategies to achieve optimal engagement. As the team continues its growth, they are enthusiastic about having you join on board!
What are the goals and responsibilities of a PPC Specialist?
As a PPC Specialist, you will manage developing comprehensive paid search strategies and plans for new and existing clients in the US and Europe. Your duties will entail overseeing all facets of multiple search campaigns, starting from conceptualization and extending through execution and reporting, with an accurate emphasis on quality and precision within Google and Bing platforms. 
You will be tasked with continuous monitoring, optimization, A/B testing, and thorough reporting to ensure that key performance indicators (KPIs) exceed. Crafting persuasive Ad copy geared towards driving conversions will be a focal point. 
Moreover, you will be consistently on the lookout for new approaches to magnify and enhance paid search performance for clients, collaborating closely with analytics, UX, and CRO teams, as well as copywriters. Compiling monthly reports on paid search activity, accompanied by an insightful analysis of account performance, will be part of your routine. 
Additionally, you will keep a vigilant watch on, propose, and experiment with the latest digital marketing tactics.","What do we expect from you?
We are seeking an individual with a minimum of three years of prior work experience in constructing and overseeing campaigns within Google Ads and Microsoft Ads. Proficiency in web analytics tools, particularly Google Analytics, is essential. 
A strong enthusiasm for self-driven learning is highly valued, as is the ability to manage multiple projects concurrently. As a self-initiator, you thrive without continual supervision and possess exceptional communication skills, functioning seamlessly within a team setting. 
An added advantage would be expertise in eCommerce marketing, along with a background in qualitative research. Familiarity with Conversion Rate Optimization (CRO) and Search Engine Optimization (SEO) would also be a valuable asset.
 
Please note that 
if you are joining scandiweb remotely, you will need to have your own hardware setup
. After the probation period, it is possible to arrange a hardware upgrade.
How to apply?
Complete the necessary details, and we will promptly get back to you with the next steps.
The next steps typically involve a test assignment and an interview.
Benefits
Get the best PPC experience at the world's leading eCommerce Agency.
Work on the most challenging and largest projects worldwide.
Join a multinational team that delivers to customers in over 70 countries.
Experience our online office, where everyone is connected regardless of their location.
Receive support for hardware upgrades.
Benefit from health insurance.
Access certifications, events, and many other opportunities!",,,,,,,,,,,,,,,,,,,,,,,,,,,,
sios,WPF DEVELOPER,04/10/2023,Full Time,Open,Egypt,Cairo,null,1,3,null,null,null,Experienced (Non-Manager),"Job Description
Responsible for development, support, maintenance and implementation of a complex project module. You should have good experience in application of standard software development principles. Be able to work as an independent team member, capable of applying judgment to plan and execute your tasks. 
 
RESPONSIBILITIES:
Responsible for building Desktop applications using WPF.
Participate in the analysis & design of new functional requirement and systems.
Ensures applying code guidelines and best practices.
 
Job Requirements
QUALIFICATIONS:
- Experience with object-oriented Design & Programming.
- Experience with C# 
- Experience with WPF
Experience with modern WPF design
Experience with Crystal report for reports
- Experience of Microsoft SQL Server development, Oracle
- Experience in complex SQL Queries & Stored procedure
- Experience of database performance optimization techniques.",null,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yassien & Partners Law Firm,It officer,04/10/2023,Full Time,Open,Egypt,Giza,null,5,null,null,null,Bachelor's Degree,Experienced (Non-Manager),"A reputable Law firm is appointing is IT officer with three years' experience in using graphic programs, social media and documentary preparation
Job code: 0040",null,,,,,,,,,,,,,,,,,,,,,,,,,,,,
intella,Backend Developer,31/10/2023,Full Time,Open,Egypt,Giza,Dokki,3,5,null,null,Bachelor's Degree,Experienced (Non-Manager),"Design, modify, develop, write, test and implement software systems
Implement web services and REST APIs to power the systems
Collaborate with business team, scrum master and other developers to 
deliver high quality systems
Expectations
Write clear, intuitive-to-use, and testable code
Build scalable, robust, reliable, and state-of-the-art tech systems and 
infrastructure
Ability and interest to work on product development from idealization to 
deployment and beyond","3-5 years of relevant experience 
Demonstrated capabilities in software development, architecture design 
and (Agile) project management
Experience with Node, Python, Design Patterns and OOP
Experience with REST and API services, HTTP Status Codes, Content 
Negotiation, API versioning, and Caching
Experience with MySQL, and/or SQLServer, MongoDB
Experience with Unit testing and TDD
Bachelor’s degree in computer science, engineering or any related majors 
is required
Supervising team members",,,,,,,,,,,,,,,,,,,,,,,,,,,,
softprograms,Senior Software Developer (Ionic + Angular),04/10/2023,Full Time,Open,Egypt,Cairo,Nasr City,3,6,null,null,Bachelor's Degree,Experienced (Non-Manager),"Overview:
SoftPrograms Technology is a customer-centric Incorporation, with a main focus on providing exceptional quality IT solutions & Services.
We are seeking a senior Ionic + Angular developer who is highly skilled in using the Ionic and Angular frameworks to build mobile and web applications. They are responsible for designing, developing, testing, and deploying high-quality applications that meet client requirements.
 
Responsibilities:
Developing mobile and web applications using Ionic and Angular frameworks.
Writing clean, maintainable, and scalable code using best practices in software development.
Optimizing applications performance and scalability.
Integrating applications with third-party APIs and services.
Writing automated tests to ensure the quality of the codebase.
Perform unit testing, code review and debugging to ensure applications meet quality standards
Collaborating with cross-functional teams to identify and analyze the application requirements.
Collaborating with other developers, designers, and product managers to ensure efficient application development
Creating technical specifications and architecture designs for the applications.
Deploying and maintaining applications in production environments.
Mentoring junior developers and providing technical support and guidance to other team members.
Staying up-to-date with the latest trends and developments in Ionic and Angular frameworks to continually improve the quality of the applications.","Bachelor's degree in Computer Science or equivalent.
4+ years of experience developing Ionic + Angular web and mobile applications.
Strong understanding of web technologies such as HTML5, CSS3, JavaScript, TypeScript, jQuery, JSON, AJAX, and XML
Proficiency with relational databases such as SQL Server and NoSQL databases
Proficient in modern web development practices, including responsive design and progressive web apps.
Strong knowledge of software development methodologies, including Agile and Scrum.
Strong knowledge of software development best practices, including design patterns, code reviews, testing, and version control systems (e.g., Git).
Knowledge in web application frameworks such as ASP.NET Core, MVC, and MVVM is Plus.
Knowledge in developing enterprise, layered-architecture applications is Plus.
Excellent problem-solving and communication skills
Ability to work independently and as part of a team
Ability to work in a fast-paced environment and meet tight deadlines",,,,,,,,,,,,,,,,,,,,,,,,,,,,
softprograms,Software Project Manager,04/10/2023,Full Time,Open,Egypt,Cairo,Nasr City,5,10,null,null,Bachelor's Degree,Manager ,"Overview:
SoftPrograms Technology is a customer-centric Incorporation, with a main focus on providing exceptional quality IT solutions & Services.
We are seeking a highly organized and detail-oriented Software Project Manager to join our team. The Software Project Manager will be responsible for overseeing software projects from start to finish, managing and motivating software developers and other team members, giving customer presentations, and writing project proposals. They will report directly to the CEO and work closely with the client's upper management.
 
Responsibilities:
Discuss potential projects and their parameters with clients, executives, and software developers.
Plan out the blueprints for software projects, including defining the scope, planning potential risks, allocating resources, setting deadlines, laying out communication strategies, and indicating tests and maintenance.
Create a project budget and ensure the project adheres to the budget as closely as possible, including managing project expenses and resource allocation.
Assemble and lead the project team, including Designers/Developers/Quality Engineers/Implementation Specialists.
Monitor project deliverables and ensure they meet the clients' requirements and project objectives and Obtain customer acceptance of deliverables.
Share significant RIDAs (risks, impediments, dependencies, and assumptions) with relevant stakeholders or team members
Update relevant stakeholders or team members on the project progress, including project milestones, deliverables, and change requests.
Coach and support project team members with tasks assigned to them, ensuring they are equipped with the necessary skills to deliver high-quality work.
Cooperate with Product Manager assesing the client’s needs and provide solutions that meet their business requirements.
Manage conflict between internal teams and clients, ensuring that issues are resolved promptly and effectively.
Oversee all stages of Software product creation including Architecture, Design and development, and QA
Deliver completed software products to clients and perform regular checks on the products' performance.","Bachelor's degree in Computer Science, Information Systems, or equivalent.
5+ years experience in Software industry is MUST
.
3+ years experience managing software development projects and delivering products is MUST
.
PMP,PRINCE2 Certification is plus
Excellent technical knowledge of software development and project management tools and models.
Strong knowledge of software development methodologies, including Agile and Scrum.
Strong knowledge of CMMI for development
Good leadership, decision-making, and organization skills.
Strong attention to detail and multi-tasking skills.
Excellent verbal and written communication skills.
Ability to work in a fast-paced environment and meet tight deadlines",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LxT,Senior Testing Automation Engineer,04/10/2023,Full Time,Open,Egypt,Giza,Agouza,3,5,null,null,null,Experienced (Non-Manager),"We are currently seeking a Senior Test Automation Engineer at LXT, who will be responsible for all development changes occurring (Automation, Performance, Security & Manual), to mitigate risks as needed, and to ensure quality of the deliverables. 
Responsibilities:
Create test scenarios, conditions, and expected results
Create test data and script
Test execution, and tracking defects
Troubleshooting and document all findings
Report and escalate to management as needed
Working with software developers, BA’s and project teams
Communicate findings to technical and non-technical colleagues
Write and enhance the Automation script code.
Execute Automation and share the required reports.
Write Performance scripts and enhance them as needed.
Execute Performance and share the required reports.","From 3 to 5 years experience as a Software Tester.
Very good educational background, preferably in the fields of Computer science or Software Engineering.
Proven working experience in Software Testing in the information technology sector.
Solid technical background with understanding and/or hands-on experience in software testing tools and web technologies.
Solid organizational skills including attention to detail and multi-tasking skills.
Strong verbal and written communication skills with the ability to liaise with a variety of stakeholders
Automation & Performance Skills. (Selenium, TestNG, Jmeter).
Solid knowledge of API Testing.
Aware of Software Development Lifecycle tools i.e. (Jira, ClickUp, etc…)
The ability to work in a team and individually..
ISTQB certification is a plus.
Ability to analyze and communicate.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LxT,Senior Backend Engineer,04/10/2023,Full Time,Open,Egypt,Giza,Agouza,3,5,null,null,null,Experienced (Non-Manager),"We are currently seeking a Senior Software Engineer (Backend) at LXT, who will work closely with our engineering, operations and product teams to build the most secure, cutting edge data annotation tools and platforms.
LXT technical calibers are expected to have a high level of ownership and to be Hands-On engineers who take over the tasks until they pass the finish line.
Responsibilities:
Design, develop and test new products, while maintaining the existing
Stay up to date with the latest industry trends in software and cloud solutions.
Ensure high code and design quality that fulfills business requirements and good design aspects (scalability, fault tolerance).
Coach, mentor, and support junior team members by supporting the culture of technical excellence and zero technical debt 
Supporting technical estimations and effort sizing.
Establishing code guidelines and reviewing PRs.
Adopting unit testing and integration testing in the system.
Design and implement solutions to protect against common security vulnerabilities
Directly involved with the Product team to understand Requirements.
Provide technical feedback about the supervised team members when required.
Help the team to adopt modern software engineering practices, like Scrum, and be an active player in the Agile ceremonies.","A minimum of 4 to 6 years of experience in programming for web server/service applications
Expertise in Python, Node(JS/TS), C# or skill in a similar language
Experience with Relational and non-relational databases
Good understanding of web servers (Apache, Nginx) and essential configurations
Excellent problem-solving, design, coding, and debugging skills
Technical Understanding of security and online privacy threats and the existing solution space to protect against them
Familiarity with the OWASP Top 10 Web Security Vulnerabilities and their mitigation
Experience preemptively and actively resolving SRE issues in production systems
Familiarity with containerization concepts (e.g. Docker and Kubernetes)
Experience with TDD, unit, integration, and end-to-end testing paradigms
Strong command of Git and team workflows
Professional-level written and spoken English
Preferred qualifications:
Experience with Python web frameworks (Django, Flask, FastAPI, etc...)
Experienced with any of the cloud platforms (Azure, GCP, or Amazon AWS)
Good understanding of CI/CD, containerization, and container orchestration tools
Familiar with Agile project management methodologies",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deutschland Technology Limited,Senior IT Specialist,04/10/2023,Full Time,Open,Egypt,Cairo,Obour City,7,10,10000,14000,null,Experienced (Non-Manager),"Design, develop, implement, and coordinate systems, policies, and procedures.
Ensure security of data, network access, and backup systems. 
Install and configure hardware, software component, network requirements, printers, phones, firewalls, virus protection, and email security.
Maintain essential IT operations, including operating systems, security tools, applications, servers, email systems, laptops, desktops, software, and hardware.
Troubleshoot hardware and software issues.
Handle business-critical IT tasks and system improvements.
Research and evaluate emerging technologies, hardware, and software as well as performance troubleshooting.
Serve as the subject matter expert supporting MAC OSX, Windows, and all common office software and applications, such as Microsoft, and Adobe.
Analyze staff needs, identify vulnerabilities, boost efficiency and accuracy.
Monitor servers, LAN/WAN, and Wi-Fi to ensure full coverage. 
Provide helpdesk and technical support either by phone, remote access, or site visits. 
Oversee troubleshooting for system errors. 
Set up equipment for new users and employees. 
Consult with vendors and clients to integrate and update company technology. 
Ensure system optimization for all technology resources. 
Proficient with MAC and OS.
Supporting the day-to-day operations of our computer network.","Bachelor's degree in Information Technology, Computer Science, -Information Systems, or a related field, or equivalent experience.
Microsoft Certified Systems Engineer ( MCSE )
7:10 Years Experience in the IT field.
Excellent working knowledge of computer systems, security, network and systems administration. databases and data storage systems, and phone systems.
Strong critical thinking and decision-making skills.
Have leadership skill.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Expert Apps,Senior Android Developer,04/10/2023,Full Time,Open,Egypt,Cairo,Maadi,5,null,null,null,Bachelor's Degree,Experienced (Non-Manager),"Strong knowledge of Android UI design principles, patterns, and best practices.
Familiarity with RESTful APIs to connect Android applications to back-end services.
Ability to understand business requirements and translate them into technical requirements.
Understanding of Android design principles and interface guidelines.
Proficient understanding of code versioning tools, such as Git.
Experience collaborating with senior back-end developers in an agile environment.
Ability to lead juniors and manage their tasks","BSc in Computer Science, Information System Major or equivalent.
Familiarity with RESTful APIs to connect Android applications to back-end services
Experience with offline storage, threading, and performance tuning.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spatium Software,Software Architect,04/10/2023,Full Time,Open,Egypt,Assiut,Assuit,10,15,null,null,null,Experienced (Non-Manager),"Collaborate with other professionals to determine functional and non-functional requirements for new software or applications
Use tools and methodologies to create representations for functions and user interface of desired product
Develop high-level product specifications with attention to system integration and feasibility
Define all aspects of development from appropriate technology and workflow to coding standards
Communicate successfully all concepts and guidelines to development team
Oversee progress of development team to ensure consistency with initial design
Provide technical guidance and coaching to developers and engineers
Ensure software meets all requirements of quality, security, modifiability, extensibility etc.
Approve final product before launch","Proven experience as software architect
Experience in software development and coding in various languages (C#, .NET, Java etc.)
Excellent knowledge of software and application design and architecture
Excellent knowledge of UML and other modeling methods
Familiarity with HTML/CSS, JavaScript and UI/UX design
Understanding of software quality assurance principles
A technical mindset with great attention to detail
High quality organizational and leadership skills
Outstanding communication and presentation abilities
MSc/MA in computer science, engineering or relevant field",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Safa International Travel,System Administrator,04/10/2023,Full Time,Open,Egypt,Giza,Dokki,5,7,null,null,Bachelor's Degree,Experienced (Non-Manager),"Responsible for the maintenance, configuration, and reliable operation of computer systems, network servers, and virtualization.
Install and upgrade computer components and software, manage virtual servers, and integrate automation processes.
Troubleshoot hardware and software errors by running diagnostics, documenting problems and resolutions, prioritizing problems, and assessing impact of issues.
Provide documentation and technical specifications to IT staff for planning and implementing new or upgrades of IT infrastructure.
Perform or delegate regular backup operations and implement appropriate processes for data protection, disaster recovery, and failover procedures.
Lead desktop and helpdesk support efforts, making sure all desktop applications, workstations, and related equipment problems are resolved in a timely manner with limited disruptions.
Responsible for our in-house and cloud infrastructure maintenance.
Responsible for capacity, storage planning, and database performance.","Associate or Bachelor's degree in Computer Science, Information Technology, System Administration, or a closely related field, or equivalent experience required.
5-7 years of database, network administration, or system administration experience.
System administration and IT certifications in Linux, Microsoft, or other network related fields are a plus.
Strong knowledge with Office 365 and Google Workplace are a must.
Working knowledge of virtualization, VMWare, or equivalent.
Strong knowledge of systems and networking software, hardware, and networking protocols.
A proven track record of developing and implementing IT strategy and plans.
Strong knowledge of implementing and effectively developing helpdesk and IT operations best practices, including expert knowledge of security, storage, data protection, and disaster recovery protocols.
Effective written and verbal communication skills.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
